日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-06-30,30.788828205737246,30.553320943280724,31.90225372465178,29.044113916775306,5505372,62219546.60192045,2.4052480506517058,1.980199422326418,-0.29514358799441087,2.3292021821202384
2025-07-01,30.81875268564694,30.257586677216295,30.883217893908444,28.8665623485918,3006818,277453809.50891054,1.10363101145839,-2.308979189680839,1.889921482408739,4.8379060938455964
2025-07-02,30.03508612336026,29.930493063179892,29.959076074764678,28.84584641178226,4162983,219372226.621847,6.477933353809288,-4.698797735888247,0.2225828111309487,3.3021661931922006
2025-07-03,29.905384040075145,29.835508672948798,31.205032403922896,28.86397535473567,8571020,52969305.71676249,7.49433032741525,4.959183498260876,0.27237584539075277,3.8736006056534737
2025-07-04,30.0227596482465,30.113060921893474,31.088410280246137,29.433114048902752,9022633,208519697.1373067,3.7261723125719213,4.425270145963891,0.11180224678484008,2.9163617066436083
2025-07-07,30.18846142789658,29.89377401555073,30.027167536951673,29.710175395191765,4087468,181382596.29730916,1.4930368412338337,-0.7949942696391439,1.1307260645101604,4.695915867787254
2025-07-08,30.64339831549833,31.173459241501334,31.874551627941475,30.055868291169087,5686589,119752937.1966051,2.9365175590572745,-2.170179101822786,-1.0579334560496383,2.0580301997156774
2025-07-09,31.40905015267472,31.294215052228797,32.55114299829436,31.241229265878207,3301966,41798149.62872444,2.8689168404998293,4.4902754665861355,-1.7758982725082526,3.6581081739895964
2025-07-10,31.809456398853627,31.889412227653338,33.01083328095837,31.149484605589485,6584794,115866512.04677223,3.131060723536447,-3.508264216331367,1.851133470356547,2.4537245879441896
2025-07-11,31.569076567101884,31.674790978759766,32.6856404823591,30.355918101298965,8682064,137736403.2055428,2.769245461321472,2.06941469718808,1.6459162061120853,3.909796388111537
2025-07-14,30.756596886942205,31.08927697222872,32.63506473053534,30.630653173417866,7750626,257788989.1903615,2.4860663516244643,-4.902011854694711,-1.7807738115771445,0.7802345321235902
2025-07-15,32.19860678346311,31.824597445114595,33.232753591822664,31.562732794920247,4172557,167527322.39267117,2.25199706428015,1.1482236161630048,1.294912252794215,2.792165005712339
2025-07-16,31.983026570067764,31.92389676252271,32.34128316581071,30.76125197648691,3818772,276731532.9124058,2.0430410595462805,-3.3685168466424473,-0.6143112811052442,1.1148529098299977
2025-07-17,30.64134743679943,30.91534004363254,31.82792815016805,30.120168334889662,2405319,40080810.90636828,1.0507531221356614,-1.9798409406005781,1.606145317704136,0.9026631491433426
2025-07-18,30.77106137713658,31.312020056499293,32.51957371837302,29.974783232071697,8400976,137384493.95181608,1.4480677844683791,1.0398686463018114,0.894314986465996,3.190813340951071
2025-07-21,31.91616844648677,31.520970336187986,33.06936596217182,30.82596219896702,3413371,139217251.24017635,6.705102238545495,0.6971887406868635,0.9076019678479081,2.5131220602666393
2025-07-22,30.734230522383196,30.163427570588915,30.26185814070846,29.49559593099404,1244895,256180674.90206543,2.5630237728138496,-3.9133204900163374,-1.8328415071238249,2.008238346170628
2025-07-23,31.337731925759822,31.36127976849239,31.65793409676701,30.29125524322799,6866928,109589357.80349611,3.5693831070257045,2.714376795205257,0.36828726630375064,4.366710112584369
2025-07-24,31.35407767296861,31.77254703076972,33.20811453471374,30.66004068203305,6227853,281672779.9213184,7.247193496271516,4.788784057693629,-0.7625450220886121,4.7630138856227155
2025-07-25,32.13029560998729,32.112045628394505,32.348206726470444,31.358202049152258,2522188,117041341.66545972,5.9933274485024794,0.0706878325086393,1.1036798331037065,4.473518963403989
2025-07-28,31.872412836152495,31.820690791907598,32.10241250190006,31.70067819576937,6239471,219852398.39175037,6.857801218081993,-3.0660842904551187,-0.35986886514546645,4.614900859273745
2025-07-29,32.81268290806898,32.37457074794873,33.72015098648612,30.861407188581186,7319527,76907476.28943111,7.665325517685777,-4.937011172260247,-0.3487611451322059,2.25820537876303
2025-07-30,32.65659125846461,32.590711521465096,32.972911495141815,31.916548268249823,6540368,49260176.05975254,2.027729912622271,-3.2641613976472907,-0.5992259462276808,4.623187815595693
